formula,Temperature,sigma (S/cm)
V0.14Bi0.86O1.57,573.0,0.00057
Yb0.5Bi0.5O1.5 ht,667.0,0.000316
Yb2O3 rt,673.0,3e-09
Yb2O3 rt,298.0,5e-08
Yb7Bi17O36,833.0,0.000256
Bi2SeO2,300.0,7.32
Bi2SeO2,470.0,12.14
TlBiSe2,298.0,588.0
TlBiSe2,298.0,1050.0
TlBiSe2,298.0,280.0
TlBiSe2,298.0,384.0
SnBi4Te7,300.0,2833.0
NaBr,673.0,3.98e-08
NaBr,873.0,3.55e-05
KBr rt,995.0,9.5e-05
KBr rt,645.0,1.7e-07
KBr rt,873.0,1e-05
KBr rt,308.0,3.21e-09
KBr rt,423.0,4.965e-08
LiBr rt,673.0,0.000316
Ca[MoO4],1073.0,4.8e-05
Ca[MoO4],773.0,2.2e-06
Cd0.3Sn0.7Se,313.0,2.228e-06
Sb2S3,500.0,0.00099
Sb2S3,500.0,3e-05
Sb2S3,500.0,0.0004399999999999
CeF3,325.0,3.6e-07
CeF3,465.0,0.0001
PrCoO3 rt,293.0,0.16
PrCoO3 rt,973.0,1120.0
TiCoSb,80.0,10.0
TiCoSb,298.0,20.0
TiCoSb,298.0,17.9
TiCoSb,298.0,17.9
CuCrO2 rt,298.0,0.004
CuCrO2 rt,200.0,1e-05
CuCrS2 rt,298.0,0.49
CuCrS2 rt,298.0,0.11
CuCrS2 rt,630.0,0.023
Cr2S3 rt rhom,4.2,1.2e-06
Cr2S3 rt rhom,4.2,0.0037
Cr2S3 rt rhom,4.2,0.0034999999999999
CuCr2S4,300.0,3000.0
CuCr2S4,120.0,7000.0
CuCr2S4,300.0,1200.0
CuCr2S4,120.0,700.0
Cr0.10Fe0.65Ni0.25 ht,1.0,1.1096
Gd2O3 rt,673.0,5e-09
Gd2O3 rt,923.0,1.3e-07
CuInSe2 rt,150.0,4.0
CuInSe2 rt,560.0,0.09
CuInSe2 rt,298.0,0.148
CuInTe2 rt,300.0,35.02
CuInTe2 rt,298.0,23.2
CuLa2O4 rt,298.0,500.0
CuLa2O4 rt,298.0,450.0
CuLa2O4 rt,623.0,6.3
CuLa2O4 rt,170.0,0.00053
CuLa2O4 rt,270.0,0.00126
CuLa2O4 rt,170.0,0.00042
CuLa2O4 rt,270.0,0.00117
CuLa2O4 rt,973.0,10.23
CuLa2O4 rt,4.7,8.34e-07
CuLa2O4 rt,4.7,7.000000000000001e-10
CuLa2O4 rt,4.7,2.5e-09
CuLa2O4 rt,300.0,0.01
CuLa2O4 rt,973.0,21.71
CuLa2O4 rt,973.0,3.366
CuNd2O4 rt,298.0,0.07
CuNd2O4 rt,300.0,6.31
CuNd2O4 rt,300.0,0.00251
CuNd2O4 rt,300.0,0.000398
CuNd2O4 rt,1220.0,80.0
CuNd2O4 rt,474.0,2.9
CuPr2O4 rt,298.0,0.1
CuWO4 rt,293.0,0.0002
CuWO4 rt,180.0,2.0000000000000002e-07
Cu2SiS3 rt,200.0,6.02
Cu4Sn7S16 rt,261.0,6.499999999999999e-07
Cu4Sn7S16 rt,298.0,5.76e-06
KI rt,308.0,4.19e-09
KI rt,423.0,7.145000000000002e-08
Eu2Zr2O7 rt,1053.0,0.0069999999999999
Eu2Zr2O7 rt,1053.0,0.006
Eu2Zr2O7 rt,873.0,1960.0
FeTe2,295.0,265.0
FeTe2,763.0,1910.0
Fe0.5Ni0.5O ht,298.0,7.210000000000001e-07
YFeO3 rt,603.0,590.0
TaS2 lt trig1,100.0,100.0
YF3 rt,300.0,1e-11
Sr0.1La0.9F2.9,300.0,0.0003
Sr0.1La0.9F2.9,500.0,0.017
GdMnO3 rt orth,500.0,1.04
GdMnO3 rt orth,1100.0,4.0
Gd3S4 ht,300.0,600.0
Ge0.85Sb0.10Te ht,298.0,680.0
Ho2O3 rt,673.0,5e-09
Ho2O3 rt,923.0,1.6e-07
NaI,870.0,0.0003
NaI,530.0,3.6e-08
In0.2Pb0.8Te,300.0,90.0
In0.2Pb0.8Te,300.0,190.0
NbS2 ht,300.0,27.7
NbS2 ht,80.0,33.3
NbS2 ht,300.0,26.0
NbS2 ht,80.0,29.5
LaMnO3 orth,354.0,0.48
LaMnO3 orth,1273.0,150.0
LaMnO3 orth,1273.0,140.0
LaMnO3 orth,300.0,0.00013
LaMnO3 orth,300.0,0.3
La2Zr2O7,1073.0,0.000456
La2Zr2O7,1273.0,0.0015
Lu2O3,1373.0,2.8e-06
Lu2O3,873.0,2.7e-09
NdMnO3 ht2,500.0,5.84
NdMnO3 ht2,1100.0,70.0
NdMnO3 ht2,770.0,5.0
NdMnO3 ht2,1000.0,12.0
NdMnO3 ht2,333.0,0.0579999999999999
NdMnO3 ht2,293.0,0.022
Mn0.1Pb0.9Te,300.0,66.0
Mn0.1Pb0.9Te,88.0,61.0
MoSe2 2H,298.0,0.000271
MoSe2 2H,298.0,0.000271
MoSe2 2H,298.0,0.00027
MoSe2 2H,300.0,2.7e-05
MoSe2 2H,525.0,0.00545
Nd2Zr2O7,873.0,610.0
RuO2 rt,293.0,14000.0
Sm2Zr2O7,1053.0,0.006
Sm2Zr2O7,1053.0,0.005
Sm2Zr2O7,873.0,610.0
TlS lt,300.0,5.01e-06
Sn2S3 rt,298.0,0.00435
SnS rt,298.0,0.019
SnS rt,115.0,3.8e-05
SnS rt,298.0,0.0289
SnTe0.5Se0.5 rt,300.0,0.14
ZrSe2 rt,300.0,7e-06
ZrSe2 rt,300.0,1e-05
ZrSe2 rt,277.0,4e-06
ZrSe2 rt,130.0,1e-10
ZrSe2 rt,300.0,27.0
ZrSe2 rt,298.0,0.5
ZrSe2 rt,298.0,30.0
ZrSe2 rt,298.0,50.0
TlSe0.5S0.5,298.0,0.000161
TlSe0.5S0.5,298.0,0.000427
Tl2ZrS3,298.0,7.1e-06
Tl2ZrTe3,298.0,28.0
Tl2ZrTe3,298.0,30.0
Ag3AsS3 pro rt,543.0,0.1
Ag3AsS3 pro rt,501.0,0.004
Ag3AsS3 pro rt,543.0,0.1
AgI rt,298.0,2.400000000000001e-07
AgI rt,353.0,8e-06
AgI rt,420.0,0.00045
AgI rt,298.0,0.0003
AgI rt,419.0,0.0003
AgI rt,373.0,9.5e-06
AgI rt,373.0,9.5e-06
Ag0.5Cu0.5Br,573.0,1.58
AgBr,570.0,0.026
AgBr,620.0,0.085
AgBr,298.0,9e-08
AgBr,373.0,1.07e-05
AgBr,423.0,0.000199
AgBr,373.0,9.2e-06
AgBr,390.0,2.6e-05
AgBr,670.0,0.3
Ag2CdI4 rt,364.0,4.2e-05
Ag2CdI4 rt,364.0,5.5e-07
Ag2CdI4 rt,308.0,2.0000000000000002e-07
Ag2CdI4 rt,308.0,2.0000000000000002e-07
Ag2CdI4 rt,370.0,7.000000000000001e-05
Ag2CdI4 rt,353.0,5.3e-06
Ag2CdI4 rt,345.0,2.9e-06
AgI ht,828.0,0.8
AgI ht,471.0,1.6
AgI ht,422.0,1.3
AgI ht,673.0,2.3
Ag0.6Sn0.2I ht1,450.0,0.2189999999999999
Ag0.5Sb0.5Te,318.0,940.0
Ag0.5Sb0.5Te,320.0,170.0
Ag0.5Sb0.5Te,298.0,332.0
Ag0.5Sb0.5Te,336.0,330.0
Ag0.5Sb0.5Te,325.0,170.0
Ag4Sn3S8 ht,303.0,0.0001
Ag4Sn3S8 ht,563.0,0.15
FeAl2O4,574.0,0.0067
FeAl2O4,730.0,0.018
FeAl2O4,300.0,9.2e-06
FeAl2O4,600.0,0.00125
FeAl2O4,407.0,10.0
FeAl2O4,664.0,5e-08
FeAl2O4,273.0,0.05
FeAl2O4,273.0,0.0395
FeAl2O4,273.0,0.0039
FeAl2O4,273.0,0.0038
FeAl2O4,273.0,0.00067
FeAl2O4,103.0,5.3e-05
FeAl2O4,670.0,0.042
VFe2Al rt,293.0,14400.0
PbF2 rt orth rt,325.0,1.2000000000000004e-07
PbF2 rt orth rt,347.0,5.5e-07
PbF2 rt orth rt,351.0,7.16e-07
PbF2 rt orth rt,410.0,1.69e-05
Gd4Al2O9 rt,973.0,1.9e-07
LaAlO3 ht,995.0,0.0004399999999999
LaAlO3 ht,900.0,0.00024
Nd4Al2O9,973.0,8.01e-06
CdSe rt cub,298.0,1e-06
CdSe rt cub,298.0,2.01e-07
CdSe rt cub,525.0,0.0007364
HgI2 rt,298.0,1.5
GeS rt,298.0,1e-06
Ba0.46Bi2.54O4.27 rt,870.0,0.0891
Ba0.46Bi2.54O4.27 rt,806.0,0.00491
BaCl2 ht,1200.0,1.69
BaCl2 ht,1225.0,1.8
BaFe12O19,4.2,1.12e-14
BaFe12O19,77.0,5.0099999999999996e-14
BaFe12O19,273.0,9.999999999999999e-10
BaFe12O19,4.2,9.999999999999999e-10
BaFe12O19,77.0,9.999999999999999e-10
BaFe12O19,273.0,3.16e-08
BaFe12O19,100.0,2.35e-09
BaFe12O19,298.0,6.100000000000001e-10
BaFe12O19,298.0,1e-11
BaFe12O19,473.0,2.1e-09
BaFe12O19,473.0,4.3000000000000005e-09
BaFe12O19,323.0,1.39e-08
BaFe12O19,823.0,0.08
Li3N,400.0,0.008
Li3N,300.0,1e-05
Li3N,400.0,0.0006
Li3N,500.0,0.008
Li3N,500.0,0.008
Li3N,300.0,1e-05
Li3N,300.0,0.0012
Li3N,300.0,0.000112
Li3N,298.0,1e-14
BaTiO3 ht,448.0,6.74e-05
BaTiO3 ht,448.0,3.0000000000000004e-08
BaTiO3 ht,890.0,8.9e-07
GdN,298.0,3.0
CdBi2O4 rt,750.0,5e-05
CuI rt,298.0,0.1
CuI rt,298.0,0.1
BiTeI rt,298.0,219.0
BiTeI rt,298.0,450.0
BiTeI rt,150.0,3200.0
Sm0.675Bi2.325O4.5 rt,673.0,7.939999999999999e-05
Sr0.75Bi2.25O4.125 rt,870.0,0.0066
Sr0.75Bi2.25O4.125 rt,1075.0,0.38
PbBi2Se4,298.0,1260.0
PbBi2Se4,298.0,1320.0
SmB6,298.0,5000.0
SmB6,4.2,5.0
SmB6,3.0,0.66
SmB6,27.0,1000.0
SmB6,13.0,100.0
Ca2Fe2O5 ht,1048.0,0.4
CaFe2O4,1000.0,0.13
Ca2Fe2O5 rt,393.0,0.0022
MoS2 2H,298.0,1.7e-05
Ca3[SiO4]O rt,820.0,1.26e-07
CaTiO3 rt,973.0,0.58
CaTiO3 rt,295.0,2.81e-10
CaTiO3 rt,1273.0,0.001
CdIn2S4,300.0,0.0348
CdIn2S4,543.0,0.7
CdIn2S4,413.0,0.065
CdIn2S4,333.0,0.044
Cd0.5Mn0.5Te cub,298.0,77300.0
CdPS3 rt,298.0,1e-11
Zn0.5Cd0.5Se rt,300.0,2e-11
Zn0.5Cd0.5Se rt,300.0,3e-09
Zn0.5Cd0.5Se ht,300.0,7e-11
Zn0.5Cd0.5Se ht,300.0,1e-08
Cu0.1Ce0.9O1.9,577.0,8.000000000000001e-07
Cu0.1Ce0.9O1.9,873.0,5.4000000000000005e-05
Cu0.1Ce0.9O1.9,873.0,5.5e-05
Cu0.1Ce0.9O1.9,873.0,5.7e-05
Rb4Cu9Cl13,300.0,0.0031
Rb4Cu9Cl13,420.0,0.0212
Rb4Cu9Cl13,300.0,0.0031
Rb4Cu9Cl13,420.0,0.0212
Rb4Cu9Cl13,333.0,0.009
Rb4Cu9Cl13,417.0,0.0289999999999999
Rb4Cu9Cl13,333.0,0.0096
Rb4Cu9Cl13,417.0,0.074
RuCl3 alpha-rt,155.0,1e-05
RuCl3 alpha-rt,335.0,0.0006
Cr2CoS4,300.0,0.6
Cr2CoS4,120.0,0.008
Pr2I5,298.0,0.00064
La2CoO4 rt,300.0,0.5
LaCoO3 rt,298.0,0.000443
LaCoO3 rt,298.0,0.000348
LaCoO3 rt,1273.0,938.6
LaCoO3 rt,780.0,240.0
LaCoO3 rt,780.0,680.0
LaCoO3 rt,298.0,0.14
LaCoO3 rt,373.0,50.1
LiCoO2 rt rhom,298.0,0.3
LiCoO2 rt rhom,74.0,0.0002
Mn2CoO4 rt,773.0,0.088
Mn2CoO4 rt,293.0,8.7e-06
PrCoO3 ht,373.0,0.0581
SmCoO3,673.0,0.251
SmCoO3,673.0,0.1
SmCoO3,673.0,0.0204
SmCoO3,300.0,3.16e-05
Cr2FeS4 rt,298.0,5.0
Cr2FeS4 rt,300.0,1.7
Cr2FeS4 rt,120.0,0.9
Cr[VO4] ht,926.0,0.0029
Cr[VO4] ht,532.0,2.5e-06
V2O5 rt,298.0,0.00083
V2O5 rt,298.0,0.0008799999999999
V2O5 rt,77.0,5.6000000000000005e-09
V2O5 rt,298.0,5e-05
V2O5 rt,830.0,0.022
V2O5 rt,295.0,0.0015
V2O5 rt,295.0,0.001
V2O5 rt,295.0,0.006
V2O5 rt,300.0,0.0003
V2O5 rt,303.0,0.00023
V2O5 rt,400.0,0.0022
V2O5 rt,298.0,0.00055
PbF2 rt cub rt,423.0,0.001
Cu2HgI4 rt tet1,303.0,3.0000000000000004e-08
Cu2HgI4 rt tet1,333.0,2.1e-06
CuInS2 rt,293.0,0.017
CuInS2 rt,298.0,1e-05
Cu4YbIn rt,300.0,5300.0
CuSm2O4,298.0,0.0002
Sr2CuO3,298.0,3.98e-06
V6O13 rt,170.0,2.6e-06
V6O13 rt,295.0,0.001
V6O13 rt,298.0,1.0
VO2 ht,400.0,5810.0
VO2 ht,400.0,241000.0
VO2 ht,400.0,5810.0
VO2 ht,400.0,241000.0
VO2 ht,375.0,3000.0
CuSbSe2,413.0,0.0308
CuSbS2,553.0,0.178
Dy0.5Hf0.5O1.75,1273.0,0.0055
Dy0.5Hf0.5O1.75,573.0,2e-08
Dy2Ti2O7,1173.0,7.1e-05
Dy2Ti2O7,873.0,1.4999999999999998e-06
V4O7,295.0,2000.0
V4O7,110.0,0.1
V4O7,215.0,4.85
V6O11,298.0,830.0
V6O11,60.0,9.6e-08
Er0.5Zr0.5O1.75,673.0,4e-06
Er0.5Zr0.5O1.75,673.0,7e-07
Er0.5Zr0.5O1.75,673.0,1.26e-07
Eu2SO2,298.0,1e-08
GdFeO3,298.0,5e-08
GeO2 ht,300.0,1.1e-10
TiFeO3 rt,400.0,0.135
TiFeO3 rt,400.0,0.0812
TiFeO3 rt,52.5,9.999999999999999e-10
TiFeO3 rt,52.5,1.0000000000000001e-07
TiFeO3 rt,52.5,4.0000000000000003e-07
TiFeO3 rt,118.0,1.0000000000000001e-07
TiFeO3 rt,118.0,1.4999999999999998e-06
SrF2 rt,970.0,0.0001
SrF2 rt,1300.0,0.03
SrF2 rt,1173.0,0.00422
Gd2Hf2O7,1053.0,0.0003
Gd2Hf2O7,1053.0,0.0003
Gd2Hf2O7,1053.0,0.0025
Gd2Hf2O7,1053.0,0.0025
Lu0.5Hf0.5O1.75,1273.0,0.001
Lu0.5Hf0.5O1.75,769.0,6e-07
Sm2Hf2O7,1053.0,8e-05
Sm2Hf2O7,1053.0,8e-05
In1.8Sn0.2O3,769.0,72700000000.0
In1.8Sn0.2O3,298.0,3000.0
In4Sn3O12 ht,298.0,2270.0
In4Sn3O12 ht,298.0,50.0
In4Sn3O12 ht,1250.0,120.0
In0.005Sn0.995O2,500.0,2.0000000000000002e-07
Zn0.04In0.96Sb,298.0,4020.0
TlI ht,473.0,3.82e-05
TlI ht,473.0,2.21e-05
La2NiO4 ht,1073.0,62.0
La2NiO4 ht,673.0,92.0
La2NiO4 ht,333.0,12.6
La2NiO4 ht,293.0,61.0
La2NiO4 ht,715.0,114.0
La2NiO4 ht,694.0,32.0
La2NiO4 rt,873.0,9.5
La2NiO4 rt,694.0,32.0
La4Ni3O10 ht,873.0,83.2
LiNbO3 rt,298.0,6.75e-14
LiNbO3 rt,573.0,1.7e-06
LiNbO3 rt,973.0,0.0019
LiVO2 rt,573.0,0.01
LiVO3 ht,298.0,1e-13
LiVO3 ht,500.0,2e-10
LiVO3 ht,600.0,3e-07
LiV2O5 ht1,298.0,0.0003799999999999
LiV2O5 ht1,298.0,0.000525
LiV2O5 ht1,298.0,0.00151
LiV2O5 ht1,298.0,0.0003799999999999
LiV2O5 ht1,298.0,0.000525
LiV2O5 ht1,298.0,0.00151
LiV2O5 ht1,295.0,0.02
LiV2O5 ht1,295.0,0.1
LiV2O5 ht1,300.0,1.0
LiV2O5 ht1,298.0,0.08
VO2 rt mon,91.0,0.021
VO2 rt mon,340.0,55.0
VO2 rt mon,81.0,1e-08
VO2 rt mon,295.0,0.01
VO2 rt mon,100.0,0.0016
VO2 rt mon,250.0,0.022
VO2 rt mon,318.0,0.011
VO2 rt mon,338.0,0.037
VO2 rt mon,338.0,0.037
VO2 rt mon,293.0,0.024
VO2 rt mon,333.0,0.15
VO2 rt mon,335.0,0.12
VO2 rt mon,277.0,0.0139999999999999
VO2 rt mon,295.0,0.01
VO2 rt mon,339.0,6000.0
VO2 rt mon,298.0,0.0095
VO2 rt mon,298.0,0.031
VO2 rt mon,298.0,100000.0
VO2 rt mon,298.0,50000.0
VO2 rt mon,275.0,0.1
VO2 rt mon,115.0,1e-08
VO2 rt mon,295.0,0.01
VO2 rt mon,294.0,1.0
Li0.9V6O15,295.0,0.8
Li0.9V6O15,295.0,1.0
Li0.9V6O15,300.0,1.0
Li0.9V6O15,293.0,6.25
Li0.9V6O15,300.0,6.3
Li0.9V6O15,300.0,0.086
Li0.9V6O15,300.0,0.0043
Mg2TiO4 ht,1000.0,5.5e-07
MgTi2O5,1000.0,8.9e-06
MgTiO3 rt,1000.0,6.9e-07
Mg0.2Zr0.8O1.8 ht2,723.0,7.24e-06
Sc2[MoO4]3 rt,873.0,0.0001799999999999
Na0.56V2O5 lt2,298.0,110.0
Na0.56V2O5 lt2,298.0,0.87
Na0.56V2O5 lt2,20.0,1e-06
NaV2O5 rt,298.0,0.0038
NaV2O5 rt,298.0,0.0195
Nd2TiO5,1073.0,1.25e-05
TiPbO3 ht,757.0,0.0003
TiPbO3 ht,780.0,0.00039
TiPbO3 rt,295.0,2.02e-07
Sc2[WO4]3,873.0,6.5e-05
Sc2[WO4]3,873.0,6.2e-05
Sc4Zr3O12,923.0,1e-06
Sc4Zr3O12,673.0,2e-08
Sc4Zr3O12,1273.0,5e-06
Sc4Zr3O12,977.0,5.5e-07
Yb2Ti2O7,1273.0,0.01
Yb2Ti2O7,973.0,0.001
Yb2Ti2O7,573.0,9.5e-07
PbTe0.5Se0.5,345.0,0.066
PbTe0.5Se0.5,298.0,0.091
PbSe0.5S0.5,345.0,0.012
PbSe0.5S0.5,298.0,394.0
PbTe0.5S0.5,345.0,0.038
ScN,298.0,24000.0
Bi[VO4] ht,667.0,3.08e-06
Bi[VO4] rt,374.0,4.88e-10
Bi[VO4] rt,640.0,6.220000000000001e-06
V2Bi4O11 ht1,623.0,9.3e-06
V2Bi4O11 ht1,846.0,0.13
V2Bi4O11 ht1,741.0,0.0054
V2Bi4O11 ht1,823.0,0.037
V2Bi4O11 ht1,773.0,0.01
V2Bi4O11 ht1,770.0,0.0079
V2Bi4O11 rt,623.0,9.3e-06
V2Bi4O11 rt,500.0,1.63e-07
V2Bi4O11 rt,473.0,2.21e-06
V2Bi4O11 rt,593.0,1.32e-05
V2Bi4O11 rt,741.0,0.0054
V2Bi4O11 rt,473.0,4.8e-06
V2Bi4O11 rt,673.0,0.0001
V2Bi4O11 rt,923.0,0.0163
V2Bi4O11 rt,500.0,3.98e-06
VBi2O5.5 ht2,973.0,0.038
VBi2O5.5 ht2,934.0,0.28
VBi2O5.5 ht2,846.0,0.13
VBi2O5.5 ht2,973.0,0.146
VBi2O5.5 ht2,873.0,250.0
VBi2O5.5 ht2,1013.0,0.61
VBi2O5.5 ht2,560.0,0.0001
VBi2O5.5 ht2,909.0,0.063
Rb3PrCl6 ht1,663.0,5.4000000000000005e-05
Rb3PrCl6 ht2,663.0,5.4000000000000005e-05
Eu0.54Co4Sb12,298.0,338.0
La2CoO4 ht,865.0,38.4
La2CoO4 ht,718.0,14.9
CrFe2O4 rt,710.0,0.05
CrFe2O4 rt,521.0,0.0067
CrFe2O4 rt,285.0,0.00055
CrFe2O4 rt,600.0,0.0431
CrFe2O4 rt,273.0,0.17
CrFe2O4 rt,273.0,0.108
CrFe2O4 rt,273.0,0.037
CrFe2O4 rt,273.0,0.04
CrFe2O4 rt,273.0,0.0025
CrFe2O4 rt,106.0,0.00035
CrFe2O4 rt,625.0,0.14
Li2CuO2,308.0,2.400000000000001e-07
MgFe2O4,298.0,0.0465
MgFe2O4,298.0,0.0487999999999999
MgFe2O4,373.0,0.0465
MgFe2O4,373.0,0.052
MgFe2O4,1473.0,50.0
Mg0.5Fe0.5O,1100.0,2.9e-08
Mg0.5Fe0.5O,1500.0,1.6e-05
Mg0.5Fe0.5O,1473.0,52.0
SnF2 rt,460.0,6e-05
SnF2 rt,312.0,1.0000000000000001e-07
Na0.395Ho0.605F2.21 ht2,298.0,20000000000.0
TlGaTe2,298.0,0.0006
TlGaTe2,450.0,0.0021
TlGaTe2,298.0,0.0043
TlGaTe2,450.0,0.0151
TlGaTe2,298.0,3100.0
TlGaTe2,450.0,0.017
TlGaTe2,298.0,0.0002
TlGaTe2,450.0,0.004
TlGaTe2,380.0,0.17
TlGaTe2,203.0,0.0076
TlGaTe2,288.0,0.012
VIn2O5,298.0,0.36
VIn2O5,120.0,3.3e-05
LiMn2O4 rt,300.0,0.001
LiMn2O4 rt,293.0,0.00023
LiMn2O4 rt,298.0,0.000114
LiMn2O4 rt,298.0,1.32e-05
LiMn2O4 rt,300.0,0.0001
LiMn2O4 rt,300.0,0.0002
Mg2Sn0.7Si0.3,750.0,84.0
Mg2Sn0.7Si0.3,300.0,8.07
Mg2Sn0.7Si0.3,300.0,13360.0
Mg2Sn0.7Si0.3,310.0,1950.0
Mg2Sn0.7Si0.3,298.0,4.3
TiNiO3 rt,1673.0,0.53
TiNiO3 rt,793.0,1.4e-05
TiNiO3 rt,653.0,1.7e-07
TiNiO3 rt,653.0,0.0009
TiNiO3 rt,793.0,0.00033
Ni3[VO4]2,830.0,1e-06
Tm2Ti2O7,500.0,1e-08
WO3 ht1,145.0,1.0
WO3 ht1,286.0,0.38
WO3 ht1,522.0,2e-05
WO3 ht1,690.0,0.00046
WO3 ht1,303.0,5e-07
RbAg4I5 lt cub,298.0,0.1169999999999999
RbAg4I5 lt cub,298.0,0.0805
RbAg4I5 lt cub,296.0,0.28
Y0.25Bi0.75O1.5,573.0,3.7000000000000005e-05
Y0.25Bi0.75O1.5,973.0,0.27
Bi2Te2Se rt,400.0,576.0
Bi2Te2Se rt,500.0,569.0
Bi2Te2Se rt,298.0,763.0
Bi2Te2Se rt,298.0,676.0
Bi2Te1.5Se1.5,154.0,670.0
Bi2Te1.5Se1.5,298.0,730.0
Bi2Te1.5Se1.5,330.0,231.0
Bi2Te1.5Se1.5,573.0,214.0
CaTiO3 ht3,1323.0,0.01
CaTiO3 ht3,1323.0,1.0
Li3P,300.0,0.000316
Cr0.0215Sb1.9785Te3,298.0,2361.0
CuFe2O4 rt,298.0,0.000187
CuFe2O4 rt,298.0,0.000289
CuFe2O4 rt,300.0,0.0001
CuFe2O4 rt,330.0,2e-06
CuFe2O4 rt,385.0,6.4000000000000006e-06
CuFe2O4 rt,303.0,6.119999999999999e-07
CuFe2O4 rt,540.0,8.0
CuFe2O4 rt,308.0,305.0
CuFe2O4 rt,298.0,2.4e-08
CuFe2O4 rt,298.0,1.57e-07
CuFeO2 rt,298.0,3.28
Cu0.5Fe2.5O4 ht,310.0,0.000538
Cu0.5Fe2.5O4 ht,298.0,1.64e-07
Cu0.5Fe2.5O4 ht,298.0,3.39e-08
Cu0.5Fe2.5O4 ht,298.0,0.0083299999999999
Cu0.5Fe2.5O4 ht,298.0,0.00794
Cu0.5Fe2.5O4 ht,423.0,0.00831
Cu0.5Fe2.5O4 ht,423.0,0.00763
Cu0.5Fe2.5O4 ht,455.0,0.0015
Cu0.5Fe2.5O4 ht,555.0,0.015
Cu0.5Fe2.5O4 ht,715.0,0.0559999999999999
Cu0.5Fe2.5O4 ht,298.0,0.0001
Cu0.5Fe2.5O4 ht,540.0,3.45
Cu0.5Fe2.5O4 ht,303.0,60.0
Cu0.5Fe2.5O4 ht,298.0,0.000174
Cu0.5Fe2.5O4 ht,298.0,0.00145
Cu0.5Fe2.5O4 ht,298.0,7.5e-05
Cu0.5Fe2.5O4 ht,703.0,0.1
Mg0.9Cu2.1O3 rt,308.0,5.5e-07
Mg0.9Cu2.1O3 rt,290.0,0.05
Na0.5Er0.5F2 ht,298.0,42000000000.0
LaFeO3 rt,953.0,2500.0
LaFeO3 rt,603.0,150.0
LaFeO3 rt,553.0,2.36e-05
LaFeO3 rt,300.0,0.00064
LaFeO3 rt,300.0,0.0034999999999999
LaFeO3 rt,290.0,0.0002
LaFeO3 rt,600.0,0.0001099999999999
LaFeO3 rt,1120.0,0.031
LuFeO3 rt,300.0,9.000000000000001e-07
LuFeO3 rt,300.0,0.0005
Fe2NiO4,83.0,4e-06
Fe2NiO4,83.0,4e-06
Fe2NiO4,250.0,0.045
Fe2NiO4,298.0,7.429999999999999e-06
Fe2NiO4,1273.0,2.5
Fe2NiO4,298.0,2.27e-07
Fe2NiO4,298.0,5.21e-08
Fe2NiO4,873.0,0.000142
Fe2NiO4,473.0,1.22e-08
Fe2NiO4,473.0,0.003
Fe2NiO4,873.0,0.00024
Fe2NiO4,473.0,8e-08
Fe2NiO4,873.0,0.00013
Fe2NiO4,298.0,0.0022
Fe2NiO4,298.0,0.0023
Fe2NiO4,423.0,0.0225
Fe2NiO4,423.0,0.0250999999999999
Fe2NiO4,300.0,4.5e-05
Fe2NiO4,300.0,5.999999999999999e-06
Fe2NiO4,298.0,1.9999999999999997e-09
Fe2NiO4,297.0,1.0000000000000001e-07
Fe2NiO4,125.0,2.0000000000000002e-07
Fe2NiO4,360.0,0.005
Fe2NiO4,298.0,0.0093489
Fe2NiO4,298.0,8.100000000000001e-07
Fe[VO4],473.0,4.65e-05
Fe[VO4],473.0,4.84e-05
Fe[VO4],313.0,6.02e-07
Fe[VO4],313.0,5.7e-07
Fe[VO4],473.0,0.0003
Fe[VO4],313.0,0.0017
Na0.5Lu0.5F2 ht,298.0,474000000000.0
Na0.5Yb0.5F2,298.0,195000000000.0
Li4[GeO4] rt,435.0,1.45e-07
Pb5[GeO4][Ge2O7] ht2,455.0,5e-08
Pb5[GeO4][Ge2O7] ht2,450.0,1e-06
Pb5[GeO4][Ge2O7] ht2,570.0,1e-06
Pb5[GeO4][Ge2O7] ht2,588.0,3e-06
HgI,373.0,6e-07
InSe 2H1,293.0,0.000124
InSe 2H1,293.0,9.08e-06
InSe 2H1,80.0,3.94e-06
InSe 2H1,80.0,6.56e-10
TlInS2 rt,220.0,1.04e-11
TlInS2 rt,220.0,6.1e-11
TlInS2 rt,298.0,1.5699999999999998e-11
TlInS2 rt,298.0,6.8e-11
TlInS2 rt,280.0,7.5e-14
TlInS2 rt,260.0,4.5999999999999996e-11
TlInS2 rt,220.0,1.04e-11
TlInS2 rt,220.0,6.1e-11
TlInS2 rt,195.0,1e-11
TlInS2 rt,195.0,5.95e-11
TlInS2 rt,100.0,9.3e-14
TlInS2 rt,100.0,5.3e-11
TlInS2 rt,195.0,1e-11
TlInS2 rt,195.0,5.95e-11
Tl0.75In1.25S2 rt,706.0,0.59
Tl0.75In1.25S2 rt,500.0,6e-05
V0.5Mo0.5O2 rt tet,298.0,400.0
Na2[SO4] ht3,782.0,0.00052
Na2[SO4] ht3,775.0,0.00016
Na2[SO4] ht3,553.0,5e-05
Na2[SO4] ht3,553.0,1e-05
Na2Ti3O7,410.0,1.4e-08
Na2Ti3O7,570.0,1e-06
Na2Ti3O7,753.0,2.4e-05
Na[NO3] ht,555.0,3.98e-06
Pb0.5Sn0.5Te rt,298.0,1690.0
