formula,Tc
Sr2Ca0.3Cu2Y0.7GaO7,40.0
Sr2Ca0.3Cu2Y0.7GaO7,50.0
Sr2Cu2Nd0.06Gd0.94RuO8,17.0
Sr2Cu2Nd0.06Gd0.94RuO8,16.0
Sr2Cu2Nd0.06Gd0.94RuO8,44.0
Sr2Cu2Nd0.06Gd0.94RuO8,21.0
Sr2Cu2Nd0.06Gd0.94RuO8,18.0
Sr2Cu2Nd0.06Gd0.94RuO8,28.0
Sr2Cu2Nd0.06Gd0.94RuO8,19.0
Sr2Ca0.3Cu2Cd0.5Y0.7Ga0.5O7,63.0
Sr2Cu2.75Ce2NdMo0.25O11,31.7
Sr2Cu2.75Ce2EuMo0.25O11,36.8
Sr2Cu2.75YCe2Mo0.25O11.2,53.0
Sr2Cu2.75YCe2Mo0.25O11.2,53.0
Sr2Cu2.75YCe2Mo0.25O11.2,53.0
Sr2Cu2.75Ce2HoMo0.25O11,51.3
Ba2Ca2Cu3TlO8.8,98.0
Ba2Ca2Cu3TlO8.8,98.0
Ba2Ca2Cu3TlO8.8,115.3
Ba2Ca2Cu3TlO8.8,109.8
Ba2Ca2Cu3TlO8.8,100.0
Ba2Ca2Cu3TlO8.8,101.0
Ba2Ca2Cu3TlO8.8,113.0
Ba2Ca2Cu3TlO8.8,109.9
Ba2Ca2Cu3TlO8.8,110.0
Ba2Ca2Cu3TlO8.8,108.9
Ba2Ca2Cu3TlO8.8,101.6
Sr1.9Ca0.1Cu2GdRuO8,61.0
La0.5Lu0.5Ni2B2C,15.3
La0.5Lu0.5Ni2B2C,14.3
Sr2Cu2.75LaCe2Mo0.25O11,25.3
Sr2Cu2.75Ce2GdMo0.25O11,46.7
Sr2Cu2.75Ce2DyMo0.25O11,48.3
Sr2Cu2.75Ce2YbMo0.25O11,36.7
Sr2Cu2Y1.3Ce0.7RuO10,35.0
Sr2Cu2Y1.3Ce0.7RuO10,39.0
Sr2Cu2Y1.3Ce0.7RuO10,40.0
Sr2Cu2Y1.3Ce0.7RuO10,36.0
Sr2Cu2Y1.3Ce0.7RuO10,30.0
Sr2Cu2Y1.3Ce0.7RuO10,35.0
BaSrCu2YFeO7,52.5
BaSrCu2YFeO7,77.0
BaSrCu2YFeO7,60.0
BaSrCu2YFeO7,55.0
Sr2Cu2Ce0.6Gd1.4Nb0.25Ru0.75O10,36.0
Na0.15Ca1.85CuBr2O2,10.0
Na0.15Ca1.85CuBr2O2,7.3
Na0.15Ca1.85CuBrClO2,19.0
Sr2Ca0.4Cu2Hg0.5Y0.6Fe0.5O6.7,72.0
BaSrCu3Pr0.3Gd0.7O7.06,75.0
Ba1.12Sr0.88Cu2.71YCo0.29O7,22.0
Ba1.12Sr0.88Cu2.71YCo0.29O7,75.0
Ba2Cu3Y0.9Sb0.1O7,83.1
BaSrCu2.94Zn0.06GdO7,73.0
BaSrCu2.94Zn0.06GdO7,84.0
Sr2Cu2Ce0.6Gd1.4Ru0.98Sb0.02O10,32.5
Sr2Cu2Ce0.6Gd1.4Ru0.98Sb0.02O10,28.3
Sr2Cu2Ce0.6Gd1.4Ru0.98Sb0.02O10,20.0
CuNi3N,3.2
CuNi3N,3.2
CuNi3N,1.9
CuNi3N,2.0
Na0.3Mn0.05Co0.95O2[H2O]1.3,4.0
Na0.34[H3O]0.24CoO2[H2O]1.2,3.6
Na0.34[H3O]0.24CoO2[H2O]1.2,4.3
Na0.34[H3O]0.24CoO2[H2O]1.2,2.8
Na0.34[H3O]0.24CoO2[H2O]1.2,4.8
Na0.34[H3O]0.24CoO2[H2O]1.2,2.7
Sr2Cu2Ce0.6Gd1.2Dy0.2RuO10,23.0
Sr2Cu2Ce0.5Eu1.5RuO10,27.0
Sr2Cu2Ce0.5Eu1.5RuO10,18.0
Sr2Cu2Ce0.5Eu1.5RuO10,30.0
Sr2Cu2Ce0.5Eu1.5RuO10,50.0
NdFeAsO0.8F0.2 rt,50.0
NdFeAsO0.8F0.2 rt,51.0
NdFeAsO0.8F0.2 rt,50.65
NdFeAsO0.8F0.2 rt,48.94
NdFeAsO0.8F0.2 rt,49.0
NdFeAsO0.8F0.2 rt,50.0
NdFeAsO0.8F0.2 rt,52.0
NdFeAsO0.8F0.2 rt,49.0
NdFeAsO0.8F0.2 rt,35.0
NdFeAsO0.8F0.2 rt,50.0
NdFeAsO0.8F0.2 rt,46.3
NdFeAsO0.8F0.2 rt,43.0
NdFeAsO0.8F0.2 rt,36.5
NdFeAsO0.8F0.2 rt,33.6
NdFeAsO0.8F0.2 rt,24.7
NdFeAsO0.8F0.2 rt,53.0
NdFeAsO0.8F0.2 rt,43.0
NdFeAsO0.8F0.2 rt,47.0
NdFeAsO0.8F0.2 rt,45.0
NdFeAsO0.8F0.2 rt,38.5
NdFeAsO0.8F0.2 rt,48.0
NdFeAsO0.8F0.2 rt,50.0
NdFeAsO0.8F0.2 rt,40.0
NdFeAsO0.8F0.2 rt,50.0
NdFeAsO0.8F0.2 rt,51.0
NdFeAsO0.8F0.2 rt,51.0
NdFeAsO0.8F0.2 rt,35.0
NdFeAsO0.8F0.2 rt,34.0
NdFeAsO0.8F0.2 rt,45.0
NdFeAsO0.8F0.2 rt,52.0
NdFeAsO0.8F0.2 rt,51.0
NdFeAsO0.8F0.2 rt,44.0
Cu0.15Zr2Co0.85,6.01
Cu0.15Zr2Co0.85,6.99
Bi4S3O4,4.4
Bi4S3O4,4.4
Bi4S3O4,4.4
Bi4S3O4,4.6
Bi4S3O4,2.9
Bi4S3O4,4.86
Bi4S3O4,4.1
Bi6S4[SO4]O4,8.6
Bi6S4[SO4]O4,4.5
Bi6S4[SO4]O4,0.6
Bi6S4[SO4]O4,4.2
Cu0.05Bi3.95S3O4,3.51
Cu0.05Bi3.95S3O4,2.59
Ba2Ca4Cu5.5Tl0.5O14,118.0
Ba2Ca4Cu5.5Tl0.5O14,116.0
Ba2Ca4Cu5.5Tl0.5O14,110.0
Ba2Ca4Cu5.5Tl0.5O14,113.0
Ba2Ca3Cu4Tl0.5Ti0.5O10.75,125.3
LaBiS2O0.5F0.5,9.7
LaBiS2O0.5F0.5,10.5
LaBiS2O0.5F0.5,3.0
LaBiS2O0.5F0.5,10.0
LaBiS2O0.5F0.5,10.6
LaBiS2O0.5F0.5,6.9
LaBiS2O0.5F0.5,3.6
LaBiS2O0.5F0.5,2.8
LaBiS2O0.5F0.5,2.93
LaBiS2O0.5F0.5,10.9
LaBiS2O0.5F0.5,10.4
LaBiS2O0.5F0.5,2.7
LaBiS2O0.5F0.5,2.7
LaBiS2O0.5F0.5,2.5
CaBi3,2.0
ZrTaN3,13.4
BaFe2AsP rt,30.9
BaFe2AsP rt,30.1
BaFe2AsP rt,30.0
BaFe2AsP rt,30.0
BaFe2AsP rt,31.0
BaFe2AsP rt,31.0
BaFe2AsP rt,30.5
BaFe2AsP rt,24.5
BaFe2AsP rt,31.0
BaFe2AsP rt,31.0
BaFe2AsP rt,28.0
BaFe2AsP rt,29.2
BaFe2AsP rt,30.0
BaFe2AsP rt,29.0
BaFe2AsP rt,30.0
NiBi hex,4.25
ZnLa6Sb15,3.74
ZnLa6Sb15,3.61
Ce3TiSb5,4.0
Ce3TiSb5,3.9
Sr2VFeAsO3,36.4
Sr2VFeAsO3,46.0
Sr2VFeAsO3,36.0
Sr2VFeAsO3,27.0
Sr2VFeAsO3,24.0
Sr2VFeAsO3,33.0
Sr2VFeAsO3,37.0
Sr2VFeAsO3,36.4
Sr2VFeAsO3,46.0
Sr2VFeAsO3,40.0
Sr2VFeAsO3,39.0
BaTa2S5,3.3
BaTa2S5,3.14
BaTa2S5,3.0
BaTa2S5,2.88
Sr2Cu2.7HoMo0.3O7.54,34.2
Sr2Cu2.7HoMo0.3O7.54,27.0
Sr2Cu2.7HoMo0.3O7.54,25.0
Sr2Cu2.7HoMo0.3O7.54,22.0
Sr2Cu2.7HoMo0.3O7.54,30.0
Sr2Cu2.7HoMo0.3O7.54,23.0
Sr0.25CuLa0.75O3 hp3,16.0
Sr2Cu2.8YRe0.2O7.3,73.0
Sr2Cu2.8YRe0.2O7.3,73.0
Sr2Cu2.8YRe0.2O7.3,33.0
CuS lt,1.62
CuS lt,1.62
CuS lt,1.52
La0.5Ce0.5Ru4P12,5.0
Mo3Se2S2 ht,2.73
Mo3Se2S2 ht,2.0
Sr2Cu2.25YCo0.75O7,27.0
Sr2Cu2.25YCo0.75O7,27.0
Sr2Ca0.5Cu3Dy0.5Pb2O8,80.0
Ba3SrCu2Tl2HgO10,30.0
Sr2.2Ca0.8Cu2Tl1.5Hg0.4O8,45.0
Ba2Cu2Sc0.15Sm2Ti1.65Sn0.5O11,30.0
Nd3TiSb5,3.7
Sr8Cu4Tl3[CrO4]O16,21.0
Se mon alpha,7.0
Na0.58Hf2N2Cl2,20.0
Sr0.1CuLa1.6Nd0.3O4 lt1,32.0
Sr0.1CuLa1.6Nd0.3O4 lt1,12.0
Sr0.1CuLa1.6Nd0.3O4 lt1,33.0
Sr0.1CuLa1.6Nd0.3O4 lt1,27.0
Sr0.1CuLa1.6Nd0.3O4 lt1,7.0
Sr0.1CuLa1.6Nd0.3O4 lt1,26.0
Sr0.1CuLa1.6Nd0.3O4 lt1,23.0
Sr0.1CuLa1.6Nd0.3O4 lt1,11.0
Sr0.1CuLa1.6Nd0.3O4 lt1,25.0
Sr0.1CuLa1.6Nd0.3O4 lt1,30.0
Sr0.1CuLa1.6Nd0.3O4 lt1,8.0
Sr0.1CuLa1.6Nd0.3O4 lt1,32.0
Sr0.1CuLa1.6Nd0.3O4 lt1,11.0
Sr2Cu2GdRu0.8Co0.2O8,31.0
BaSrCu2Hg2YO8,32.0
BaSrCu2Hg2YO8,32.0
Sr2Cu2Hg2YO8,42.0
Sr2Cu2Hg2YO8,42.0
Cd2Re2O7 lt1,1.0
Cd2Re2O7 lt1,2.2
Cd2Re2O7 lt1,1.0
Cd2Re2O7 lt1,1.0
Cd2Re2O7 lt1,2.0
Cd2Re2O7 lt1,0.97
Cd2Re2O7 rt,1.0
Cd2Re2O7 rt,0.97
Cd2Re2O7 rt,2.1
Cd2Re2O7 rt,2.3
Cd2Re2O7 rt,2.2
Sr2Ca0.35Cu2Y0.65CoO7,33.8
Sr1.8Cu2Cd0.5Ce0.6Eu1.6Pb0.5O9,43.0
Sr1.8Cu2Cd0.5Ce0.6Eu1.6Pb0.5O9,43.0
Sr1.8Cu2Cd0.5Ce0.6Eu1.6Pb0.5O9,35.0
Sr1.8Cu2Cd0.5Ce0.6Sm1.6Pb0.5O9,41.0
Sr1.8Cu2Cd0.5Ce0.6Sm1.6Pb0.5O9,29.0
Sr1.8Cu2Cd0.5Ce0.6Dy1.6Pb0.5O9,12.0
Sr1.8Cu2Cd0.5Ce0.6Gd1.6Pb0.5O9,49.0
Sr1.8Cu2Cd0.5Ce0.6Gd1.6Pb0.5O9,38.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,133.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,130.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,135.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,143.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,123.5
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,133.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,133.6
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,135.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,143.0
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,122.2
Ba2Ca2Cu3Hg0.62Pb0.38O8.35,132.0
Sr2CuHg0.7Cr0.3O4.38 tet1,60.0
K[C60] rt,21.0
Xe hp hex,0.04
BaSrBi3,5.8
La3Pd5Si,1.4
Ba2Ca2Cu3Hg0.87Re0.13O8.6,133.0
Ba2Ca2Cu3Hg0.87Re0.13O8.6,133.2
Ba2Ca2Cu3Hg0.87Re0.13O8.6,138.5
BaPt4Ge12,5.35
BaPt4Ge12,4.45
BaPt4Ge12,4.98
BaPt4Ge12,5.0
BaPt4Ge12,4.98
BaPt4Ge12,5.03
BaPt4Ge12,5.0
BaPt4Ge12,5.1
LaPt4Ge12,8.2
LaPt4Ge12,8.3
LaPt4Ge12,8.4
LaPt4Ge12,3.6
LaPt4Ge12,8.2
LaPt4Ge12,8.29
LaPt4Ge12,8.27
LaPt4Ge12,8.24
PrPt4Ge12,7.8
PrPt4Ge12,7.91
PrPt4Ge12,7.83
PrPt4Ge12,7.9
PrPt4Ge12,7.8
PrPt4Ge12,7.92
PrPt4Ge12,7.91
PrPt4Ge12,7.79
SrPt4Ge12,5.1
SrPt4Ge12,5.4
SrPt4Ge12,5.4
SrPt4Ge12,5.6
Cs3[C60] hyp,35.0
Cs3[C60] cub2,36.0
Cd2Tc2O7,4.0
Ba0.5Sr0.5Fe2As2,31.0
Ba0.5Sr0.5Fe2As2,32.0
SrFe2As2 rt,30.0
SrFe2As2 rt,30.1
SrFe2As2 rt,34.1
SrFe2As2 rt,26.9
SrFe2As2 rt,30.0
SrFe2As2 rt,32.0
Sr0.33Ca0.67Fe2As2 rt,22.2
CaFe2As2 rt,10.0
CaFe2As2 rt,11.0
K0.8Fe1.6Se2 rt,32.0
K0.8Fe1.6Se2 rt,31.8
K0.8Fe1.6Se2 rt,30.5
K0.8Fe1.6Se2 rt,28.5
K0.8Fe1.6Se2 rt,30.0
K0.8Fe1.6Se2 rt,31.9
K0.8Fe1.6Se2 rt,30.0
K0.8Fe1.6Se2 rt,29.0
K0.8Fe1.6Se2 rt,30.4
K0.8Fe1.6Se2 rt,32.9
K0.8Fe1.6Se2 rt,31.2
K0.8Fe1.6Se2 rt,31.2
K0.8Fe1.6Se2 rt,30.1
K0.8Fe1.6Se2 rt,31.0
K0.8Fe1.6Se2 rt,32.0
K0.8Fe1.6Se2 rt,32.6
K0.8Fe1.6Se2 rt,31.0
K0.8Fe1.6Se2 rt,25.0
K0.8Fe1.6Se2 rt,31.0
K0.8Fe1.6Se2 rt,32.0
K0.8Fe1.6Se2 rt,32.0
K0.8Fe1.6Se2 rt,32.5
K0.8Fe1.6Se2 rt,31.0
K0.8Fe1.6Se2 rt,29.5
K0.8Fe1.6Se2 rt,31.7
K0.8Fe1.6Se2 rt,31.6
K0.8Fe1.6Se2 rt,32.0
Sr2Cu2CeEuRuO10,40.0
Sr2Cu2CeEuRuO10,33.0
Sr2Cu2CeEuRuO10,25.0
Sr2Cu2CeEuRuO10,43.0
Sr2Cu2CeEuRuO10,33.0
Sr2Cu2CeEuRuO10,25.0
Sr2Cu2CeEuRuO10,33.0
Sr2Cu2CeEuRuO10,33.0
Sr2Cu2CeEuRuO10,33.0
Sr2Cu2CeEuRuO10,40.0
Sr2Cu2CeEuRuO10,30.0
Sr2Cu2CeEuRuO10,10.0
Sr2Cu2CeEuRuO10,44.0
Sr2Cu2CeEuRuO10,30.0
Sr2Cu2CeEuRuO10,50.0
Sr2Cu2CeEuRuO10,20.0
Sr2Cu2CeEuRuO10,25.0
Sr2Cu2CeEuRuO10,24.0
Sr2Cu2CeEuRuO10,20.0
Sr2Cu2CeEuRuO10,27.0
Sr2Cu2CeEuRuO10,40.0
Sr2Cu2CeEuRuO10,14.0
Sr2Cu2CeEuRuO10,35.0
Sr2Cu2CeEuRuO10,37.5
Sr2Cu2CeEuRuO10,27.0
Sr2Cu2CeEuRuO10,34.0
Sr2Cu2CeEuRuO10,44.3
Sr2Cu2CeEuRuO10,20.0
Sr2Ca0.4Cu2Tm0.6Co0.7Ga0.3O7,41.0
Sr2Ca0.4Cu2Tm0.6Co0.7Ga0.3O7,35.0
Sr2Ca0.4Cu2Tm0.6Co0.7Ga0.3O7,45.0
LaFeAsO0.85H0.85,35.5
KFe2Se2 ht,33.0
KFe2Se2 ht,36.0
KFe2Se2 ht,31.0
KFe2Se2 ht,28.3
KFe2Se2 ht,32.0
KFe2Se2 ht,33.0
KFe2Se2 ht,31.5
KFe2Se2 ht,33.0
KFe2Se2 ht,32.0
KFe2Se2 ht,32.0
KFe2Se2 ht,32.0
KFe2Se2 ht,31.3
KFe2Se2 ht,32.0
KFe2Se2 ht,30.0
KFe2Se2 ht,29.5
KFe2Se2 ht,31.0
KFe2Se2 ht,30.0
MgNi3B0.1C0.9,6.75
Nb5Ge3C0.5,15.3
Nb5Ge3C0.5,15.3
Nb5Ge3C0.5,15.3
PuCoIn5,2.5
PuCoIn5,2.1
Rb0.85Fe1.8Se2 rt,32.0
Rb0.85Fe1.8Se2 rt,30.0
Rb0.85Fe1.8Se2 rt,30.0
Rb0.85Fe1.8Se2 rt,32.0
Rb0.85Fe1.8Se2 rt,32.6
Rb0.85Fe1.8Se2 rt,32.0
Rb0.85Fe1.8Se2 rt,31.4
Rb0.85Fe1.8Se2 rt,32.4
Rb0.85Fe1.8Se2 rt,31.8
Rb0.85Fe1.8Se2 rt,31.5
Rb0.85Fe1.8Se2 rt,31.0
Rb0.85Fe1.8Se2 rt,32.4
Rb0.85Fe1.8Se2 ht,32.1
Rb0.85Fe1.8Se2 ht,32.5
Rb0.85Fe1.8Se2 ht,32.4
Sb0.4Te0.6 hp3,7.2
Sb0.4Te0.6 hp3,7.3
Sb2Te3 hp2,6.9
Sb2Te3 hp2,7.1
SrPt3P,5.4
CuTh0.15Sm1.85O4,2.0
CuTh0.15Pr1.85O4,23.6
CuTh0.15Pr1.85O4,23.0
CuTh0.15Pr1.85O4,17.2
CuTh0.15Pr1.85O4,21.4
BaAu0.9Si1.1,3.22
BaAu0.9Si1.1,3.2
Sr2Cu2.7TmMo0.3O7.35,33.8
Bi2Se3 hp1,4.4
Bi2Se3 hp1,7.0
Sr2Ca2Cu3TlO9,94.0
Sr2Ca2Cu3TlO9,106.0
Sr2Ca2Cu3TlO9,73.0
Sr2Ca2Cu3TlO9,94.0
Sr2Ca2Cu3Tl0.5Pb0.5O9,113.0
Sr2Ca2Cu3Tl0.5Pb0.5O9,124.0
Sr2Ca2Cu3Tl0.5Pb0.5O9,124.0
Sr2Ca2Cu3Tl0.5Pb0.5O9,117.0
Sr2Ca2Cu3Tl0.5Pb0.5O9,118.2
Sr2Ca2Cu3Tl0.5Pb0.5O9,118.0
Rb0.4Tl0.4Fe1.6Se2 rt,32.0
Rb0.4Tl0.4Fe1.6Se2 rt,31.0
Rb0.4Tl0.4Fe1.6Se2 rt,33.5
Rb0.4Tl0.4Fe1.6Se2 rt,31.0
Rb0.4Tl0.4Fe1.6Se2 rt,31.0
Rb0.4Tl0.4Fe1.6Se2 rt,32.0
Sr2CaCu2TlO6F,50.0
Sr2CaCu2TlO6F,80.0
Sr2Ca2Cu2.9Fe0.1Pb0.4Bi1.6O10,86.0
Sr2Ca2Cu2.9Fe0.1Pb0.4Bi1.6O10,30.0
La0.6Th0.4NiC2,7.6
La0.6Th0.4NiC2,7.9
La0.6Th0.4NiC2,7.9
Y0.9Th0.1NiC2,8.3
Y0.9Th0.1NiC2,8.6
Y0.9Th0.1NiC2,8.3
SrPdGe3,1.5
SrPtGe3,1.0
Sr0.46CuLa1.54O3.1F0.9,40.0
Sr0.46CuLa1.54O3.1F0.9,38.0
Sr0.46CuLa1.54O3.1F0.9,40.0
Sr0.46CuLa1.54O3.1F0.9,55.0
BaFeRuAs2,20.0
BaFeRuAs2,20.0
BaFeRuAs2,12.0
BaFeRuAs2,20.0
BaFeRuAs2,16.0
BaFeRuAs2,20.0
BaFeRuAs2,20.0
BaFeRuAs2,15.0
BaFe1.9Ru0.1As2 lt,16.0
BaFe1.9Ru0.1As2 lt,13.0
BaFe1.9Ru0.1As2 lt,28.0
BaFe1.9Ru0.1As2 lt,20.0
BaFe1.9Ru0.1As2 lt,8.0
BaFe1.9Ru0.1As2 lt,10.0
BaPbO3 ht2,26.0
Ba3PbO rt,7.0
Ba3PbO rt,0.5
K0.3Ba0.7Pb0.3Bi0.7O3 cub,11.73
K0.3Ba0.7Pb0.3Bi0.7O3 cub,11.32
K0.18Ba0.82Pb0.47Bi0.53O3,10.1
K0.3Ba0.7Pb0.3Bi0.7O3 cub,21.5
K0.3Ba0.7Pb0.3Bi0.7O3 cub,14.6
K0.3Ba0.7Pb0.3Bi0.7O3 cub,11.3
K0.3Ba0.7Pb0.3Bi0.7O3 cub,7.2
Ba0.09Sr0.09CuLa1.76O4 lt1,7.0
Ba0.1Sr0.025CuLa1.875O3.994 lt1,11.0
Ba0.09Sr0.09CuLa1.76O4 lt1,14.0
Ba0.025Sr0.10CuLa1.875O4 lt1,17.0
Ba0.025Sr0.10CuLa1.875O4 lt1,29.5
Ba0.112Sr0.038CuLa1.85O4 lt,28.0
Ba0.112Sr0.038CuLa1.85O4 lt,32.0
Ba0.112Sr0.038CuLa1.85O4 lt,10.0
SrPd2Ge2,3.0
SrPd2Ge2,2.6
SrPd2Ge2,2.7
SrPd2Ge2,3.12
SrPd2Ge2,2.7
SrPd2Ge2,2.7
SrPd2Ge2,2.6
SrPd2Ge2,3.0
SrNi0.2Pd1.8Ge2,3.1
SrNi0.2Pd1.8Ge2,2.1
EuFe2As2 rt,41.0
EuFe2As2 rt,35.3
EuFe2As2 rt,22.2
EuFe2As2 rt,30.0
Ca0.5Eu0.5Fe2As2,23.0
Ca0.5Eu0.5Fe2As2,24.0
Ca0.5Eu0.5Fe2As2,21.0
LaNiBN,3.9
Ba1.12Sr0.88Cu1.1[CO3]0.9O2.3,40.0
Ba1.12Sr0.88Cu1.1[CO3]0.9O2.3,26.0
Sr2CaCu2Bi2IO8,75.0
Sr2CaCu2Bi2IO8,67.0
Sr2CaCu2Bi2IO8,80.0
BaPb0.75Sb0.25O3,3.6
BaPb0.5Sb0.5O3,3.5
CuNd2O3.75F0.25,27.0
CuNd2O3.75F0.25,26.0
CuNd2O3.75F0.25,23.0
CuNd2O3.75F0.25,27.0
CuNd2O3.75F0.25,22.0
CuNd2O3.75F0.25,27.0
CuNd2O3.75F0.25,20.0
CuNd2O3.75F0.25,46.0
CuNd2O3.75F0.25,31.5
CuNd2O3.75F0.25,20.0
CuNd2O3.75F0.25,27.0
Sr1.33Cu2Ce0.5Eu2.17CoO9.1,36.0
Sr1.33Cu2Ce0.5Eu2.17CoO9.1,39.0
Ba2Ca3Cu4TlO11,105.0
Ba2Ca3Cu4TlO11,105.0
Ba2Ca3Cu4TlO11,85.0
Ba2Ca3Cu4TlO11,123.0
Ba2Ca3Cu4TlO11,120.0
Ba2CuTl2O6 tet1,97.2
Ba2CuTl2O6 tet1,58.0
Ba2CuTl2O6 tet1,92.0
Ba2CuTl2O6 tet1,90.0
Ba2CuTl2O6 tet1,12.4
Ba2CuTl2O6 tet1,43.0
Ba2CuTl2O6 tet1,78.0
Ba2CuTl2O6 tet1,90.0
Ba2CuTl2O6 tet1,86.0
Ba2CuTl2O6 tet1,91.0
Ba2CuTl2O6 tet1,11.0
Ba2CuTl2O6 tet1,15.4
Ba2CuTl2O6 tet1,15.0
Ba2CuTl2O6 tet1,92.0
Ba2CuTl2O6 tet1,97.2
Ba2CuTl2O6 tet1,79.0
Ba2CuTl2O6 tet1,75.0
Ba2CuTl2O6 tet1,81.0
Ba2CuTl2O6 tet1,110.0
Ba2CuTl2O6 tet1,92.0
Ba2CuTl2O6 tet1,70.0
Ba2CuTl2O6 tet1,46.0
Ba2CuTl2O6 tet1,68.0
Ba2CuTl2O6 tet1,90.0
Ba2CuTl2O6 tet1,107.0
Ba2CuTl2O6 tet1,10.0
Ba2CuTl2O6 tet1,90.0
Ba2CuTl2O6 tet1,30.0
Ba2CuTl2O6 tet1,69.3
Ba2CuTl2O6 tet1,88.0
Ba2CuTl2O6 tet1,92.1
Ba2CuTl2O6 tet1,91.1
Ba2CuTl2O6 tet1,91.8
Ba2CuTl2O6 tet1,100.0
Ba2CuTl2O6 tet1,80.0
Ba2CuTl2O6 tet1,84.0
Ba2CuTl2O6 tet1,90.0
Ba2Cu2.76YGa0.24O7,75.0
Cd0.05CeCoIn4.95,1.27
Cd0.05CeCoIn4.95,2.0
Cd0.05CeCoIn4.95,2.0
Cd0.05CeCoIn4.95,2.2
Cd0.05CeCoIn4.95,2.2
Ba2Ca0.12Cu2.82Er0.88Co0.18O6.93,84.5
Ba1.92Ca0.2Cu2.7Y0.88Al0.3O6.76,90.5
Ba1.92Ca0.2Cu2.7Y0.88Al0.3O6.76,89.0
Fe0.8Ni0.2Te0.5Se0.5,11.7
Fe0.8Ni0.2Te0.5Se0.5,2.0
Fe0.8Ni0.2Te0.5Se0.5,4.0
Fe0.8Ni0.2Te0.5Se0.5,5.2
Sr2Cu2Ce0.7Eu1.3FeO9.1,26.0
Sr2Cu2Ce0.7Eu1.3FeO9.1,23.0
LaPt3Si,0.6
LaPt3Si,0.97
LaPt3Si,0.68
Ba1.6Sr0.4Cu3SmO6.94,85.0
Ba1.6Sr0.4Cu3SmO6.94,85.8
Ba1.6Sr0.4Cu3SmO6.94,85.6
Ba1.6Sr0.4Cu3SmO6.94,70.7
Ba1.6Sr0.4Cu3SmO6.94,85.0
Ba1.6Sr0.4Cu3SmO6.94,82.0
BaSrCu3NdO7 orth,75.8
BaSrCu3NdO7 orth,50.0
BaSrCu3NdO7 orth,41.0
BaSrCu3NdO7 orth,50.0
SrCu0.05Y0.5Ru0.45O3 orth,64.0
Sr2.05Cu2.15Eu0.95Ru0.85O7.79,17.0
Sr2.05Cu2.15Eu0.95Ru0.85O7.79,18.0
Sr2.05Cu2.15Eu0.95Ru0.85O7.79,36.0
Sr2.05Cu2.15Eu0.95Ru0.85O7.79,36.0
Sr1.82Cu2Ce0.8Nd1.38RuO10,40.0
Sr2Cu2.75Y1.3Ce0.7Mo0.25O8.76,61.0
PrFePO,4.4
PrFePO,4.0
NdFePO,4.4
NdFePO,3.9
SmFePO,3.0
SmFePO,2.0
Ba2Sr2Si23,7.2
ErCo0.1Ni1.9B2C rt,3.0
ErCo0.1Ni1.9B2C rt,4.7
Tb0.2Er0.8Ni2B2C rt,3.6
Tb0.2Er0.8Ni2B2C rt,10.5
Er0.8Lu0.2Ni2B2C rt,10.6
ErNi2B2C lt,10.5
Li2Pt3B,2.7
Li2Pt3B,2.45
Li2Pt3B,2.17
Li2Pt3B,2.0
Li2Pt3B,2.56
Li2Pt3B,2.17
Li2Pt3B,2.0
Li2Pt3B,3.3
Li2Pt3B,3.0
Li2Pt3B,2.2
Li2Pt3B,2.7
Li2Pt3B,2.7
Li2Pd3B,8.0
Li2Pd3B,8.2
Li2Pd3B,5.5
Li2Pd3B,7.5
Li2Pd3B,7.5
Li2Pd3B,7.131
Li2Pd3B,8.0
Li2Pd3B,6.95
Li2Pd3B,8.2
Li2Pd3B,7.5
Li2Pd3B,7.1
Li2Pd3B,4.6
Li2Pd3B,7.25
Li2Pd3B,7.0
Li2Pd3B,8.2
Li2Pd3B,8.1
Li2Pd3B,7.4
Li2Pd3B,7.4
Li2Pd3B,7.2
Li2Pd3B,7.2
Li2Pd3B,7.0
CaAlSi 5L,5.45
CaAlSi 6L,6.6
Ba2Ca0.2Cu2Hg2Y0.8O7.4,21.0
Ba2Ca0.2Cu2Hg2Y0.8O7.4,40.0
Ba2Ca0.2Cu2Hg2Y0.8O7.4,45.0
Ba2Ca0.2Cu2Hg2Y0.8O7.4,40.0
Ba2Ca0.2Cu2Hg2Y0.8O7.4,40.0
Ba2Ca0.2Cu2Hg2Y0.8O7.4,70.0
Sr2Cu2TlYO7,90.0
Sr2Cu2TlYO7,89.0
Sr2Cu2TlYO7,87.0
Ba1.2Ca0.6Cu3La0.9Nd0.3O7.12,63.0
Ba1.2Ca0.6Cu3La0.9Nd0.3O7.12,75.7
Ba1.2Ca0.6Cu3La0.9Nd0.3O7.12,78.5
Ba1.2Ca0.6Cu3La0.9Nd0.3O7.12,76.0
