formula,Temperature,Eg (eV)
ZnTe rt,4.2,2.3945
ZnTe rt,298.0,-5.53
ZnTe rt,298.0,2.394
ZnTe rt,298.0,3.44
ZnTe rt,298.0,3.8
ZnTe rt,0.0,1.952
ZnTe rt,0.0,2.288
ZnTe rt,300.0,2.26
ZnTe rt,298.0,5.8
ZnTe rt,298.0,-0.63
ZnTe rt,300.0,0.96
ZnTe rt,0.0,2.391
ZnTe rt,298.0,0.0083
ZnTe rt,298.0,-0.52
ZnTe rt,298.0,2.26
ZnTe rt,298.0,1.021
ZnTe rt,298.0,1.577
ZnTe rt,298.0,1.02
ZnTe rt,298.0,1.58
ZnTe rt,298.0,2.84
ZnTe rt,298.0,2.26
ZnTe rt,298.0,2.52
ZnTe rt,298.0,-48.0
ZnTe rt,298.0,2.37
ZnTe rt,298.0,0.91
ZnTe rt,300.0,2.26
ZnTe rt,298.0,2.24
ZnTe rt,298.0,0.88
ZnTe rt,298.0,2.38
ZnTe rt,298.0,0.42
ZnTe rt,1.9,2.388
ZnTe rt,298.0,1.27
ZnTe rt,1.5,2.38
ZnTe rt,298.0,1.6
ZnTe rt,298.0,2.4
ZnTe rt,300.0,2.269
ZnTe rt,2.0,2.391
ZnTe rt,298.0,0.92
ZnTe rt,,-0.44
ZnTe rt,1.8,2.3941
ZnTe rt,298.0,81.0
ZnTe rt,298.0,37.0
ZnTe rt,298.0,70.0
ZnTe rt,1.9,2.388
ZnTe rt,298.0,0.93
ZnTe rt,298.0,2.277
ZnTe rt,298.0,0.92
ZnTe rt,298.0,2.18
ZnTe rt,298.0,2.27
ZnTe rt,80.0,2.37
ZnTe rt,298.0,2.27
ZnTe rt,298.0,1.32
ZnTe rt,298.0,2.72
ZnTe rt,298.0,2.27
ZnTe rt,298.0,2.7
ZnTe rt,298.0,2.8
ZnTe rt,298.0,3.0
ZnTe rt,298.0,2.23
ZnTe rt,298.0,1.21
ZnTe rt,298.0,1.22
ZnTe rt,298.0,0.92
ZnTe rt,298.0,2.376
ZnTe rt,298.0,1.4
ZnTe rt,298.0,2.4
ZnTe rt,298.0,1.01
ZnTe rt,298.0,1.57
ZnTe rt,298.0,2.31
ZnTe rt,298.0,2.76
ZnTe rt,298.0,1.021
ZnTe rt,298.0,1.577
ZnTe rt,298.0,2.26
Al4C3,298.0,1.8
LiAl rt,0.0,0.48
LiAl rt,0.0,-0.61
LiAl rt,0.0,0.7
AlSb,298.0,2.23
AlSb,298.0,1.64
AlSb,298.0,1.6
AlSb,298.0,2.28
AlSb,298.0,1.993
AlSb,298.0,1.61
AlSb,298.0,2.2
AlSb,298.0,1.704
AlSb,298.0,-15.0
AlSb,298.0,90.0
AlSb,298.0,1.6
AlSb,298.0,0.7
AlSb,0.0,1.628
AlSb,0.0,1.17
AlSb,27.0,2.384
AlSb,300.0,2.3
AlSb,27.0,1.686
AlSb,27.0,1.615
AlSb,0.0,1.7
AlSb,298.0,1.6
AlSb,298.0,-0.0016
AlSb,298.0,-0.35
AlSb,298.0,1.6
AlSb,300.0,2.3
AlSb,298.0,0.645
AlSb,298.0,0.64
AlSb,298.0,135.0
AlSb,298.0,70.0
AlSb,298.0,100.0
AlSb,298.0,2.1
AlSb,298.0,1.9
AlSb,298.0,2.28
AlSb,298.0,1.59
AlSb,298.0,2.86
VAl10,0.0,1.71
VAl10,0.0,0.23
VAl10,0.0,2.74
VAl10,,2.7
As,298.0,-0.43
As,298.0,0.36
GaAs rt,0.0,1.519
GaAs rt,300.0,1.42
GaAs rt,298.0,1.51
GaAs rt,100.0,1.547
GaAs rt,300.0,1.42
GaAs rt,10.0,1.52
GaAs rt,4.0,1.86
GaAs rt,298.0,98.0
GaAs rt,298.0,107.0
GaAs rt,300.0,1.422
GaAs rt,0.0,1.41
GaAs rt,1.8,104.0
GaAs rt,1.8,1.5196
GaAs rt,0.0,1.18
GaAs rt,1.2,1.51935
GaAs rt,300.0,1.4242
GaAs rt,298.0,1.22
GaAs rt,298.0,1.64
GaAs rt,0.0,0.25
GaAs rt,0.0,0.59
GaAs rt,0.0,0.64
GaAs rt,0.0,1.26
GaAs rt,0.0,1.06
GaAs rt,0.0,1.38
GaAs rt,298.0,1.82
GaAs rt,0.0,0.67
GaAs rt,0.0,1.03
GaAs rt,0.0,1.05
GaAs rt,0.0,1.35
GaAs rt,0.0,1.37
GaAs rt,0.0,1.41
GaAs rt,0.0,1.98
GaAs rt,298.0,120.2
GaAs rt,0.0,-8.75
GaAs rt,0.0,1.46
GaAs rt,0.0,1.95
GaAs rt,0.0,1.52
GaAs rt,0.0,1.98
GaAs rt,0.0,1.82
GaAs rt,120.0,101.0
GaAs rt,298.0,85.0
GaAs rt,298.0,95.0
GaAs rt,120.0,1.946
GaAs rt,298.0,133.0
GaAs rt,298.0,-4.0
GaAs rt,298.0,31.0
GaAs rt,298.0,34.0
GaAs rt,298.0,52.0
GaAs rt,298.0,1.52
GaAs rt,298.0,1.98
GaAs rt,298.0,1.82
GaAs rt,298.0,2.38
GaAs rt,0.0,1.51
GaAs rt,0.0,2.03
GaAs rt,0.0,1.76
GaAs rt,0.0,0.544
GaAs rt,0.0,1.248
GaAs rt,0.0,0.948
GaAs rt,0.0,1.3
GaAs rt,0.0,-3.7
GaAs rt,0.0,1.38
GaAs rt,4.2,1.515
GaAs rt,100.0,1.845
GaAs rt,298.0,9.9
GaAs rt,298.0,76.0
GaAs rt,298.0,57.0
GaAs rt,298.0,1.35
GaAs rt,0.0,1.47
GaAs rt,0.0,2.93
GaAs rt,0.0,4.81
GaAs rt,0.0,2.08
GaAs rt,298.0,1.82
GaAs rt,77.0,110.0
GaAs rt,200.0,1.465
GaAs rt,100.0,1.505
GaAs rt,20.0,1.512
GaAs rt,200.0,0.004
GaAs rt,20.0,0.0031
GaAs rt,100.0,0.0035
GaAs rt,10.0,1.52
GaAs rt,0.0,1.519
GaAs rt,22.0,4.501
GaAs rt,298.0,3.67
GaAs rt,298.0,4.74
GaAs rt,300.0,1.421
GaAs rt,298.0,0.339
GaAs rt,0.0,1.5362
GaAs rt,0.0,1.698
GaAs rt,0.0,1.58
GaAs rt,0.0,3.04
GaAs rt,0.0,4.83
GaAs rt,0.0,1.03
GaAs rt,0.0,1.28
GaAs rt,0.0,1.56
GaAs rt,0.0,1.59
GaAs rt,0.0,1.43
GaAs rt,298.0,0.343
GaAs rt,300.0,1.43
GaAs rt,300.0,1.93
GaAs rt,300.0,1.87
GaAs rt,300.0,1.71
GaAs rt,300.0,1.439
GaAs rt,300.0,1.739
GaAs rt,300.0,1.939
GaAs rt,0.0,1.58
GaAs rt,0.0,1.93
GaAs rt,0.0,1.05
GaAs rt,0.0,1.37
GaAs rt,0.0,1.51
GaAs rt,0.0,1.76
GaAs rt,0.0,2.74
GaAs rt,0.0,2.95
GaAs rt,0.0,2.86
GaAs rt,0.0,2.36
GaAs rt,0.0,2.06
GaAs rt,298.0,123.0
GaAs rt,298.0,122.0
GaAs rt,298.0,71.0
GaAs rt,0.0,1.91
GaAs rt,298.0,1.86
GaAs rt,0.0,1.68
GaAs rt,0.0,1.83
GaAs rt,298.0,-11.5
GaAs rt,0.0,0.23
GaAs rt,0.0,1.01
GaAs rt,0.0,1.81
GaAs rt,0.0,0.81
GaAs rt,298.0,1.36
GaAs rt,0.0,0.99
GaAs rt,0.0,1.43
GaAs rt,0.0,0.95
GaAs rt,0.0,1.06
GaAs rt,298.0,0.34
GaAs rt,0.0,1.519
GaAs rt,298.0,0.351
GaAs rt,298.0,0.178
GaAs rt,298.0,107.0
GaAs rt,298.0,50.0
GaAs rt,0.0,0.81
GaAs rt,298.0,8.19
GaAs rt,0.0,1.059
GaAs rt,0.0,1.29
GaAs rt,0.0,1.69
GaAs rt,298.0,103.0
GaAs rt,0.0,0.15
GaAs rt,0.0,1.36
GaAs rt,0.0,0.79
GaAs rt,298.0,0.338
GaAs rt,0.0,1.519
GaAs rt,0.0,1.62
GaAs rt,0.0,0.93
GaAs rt,0.0,1.64
GaAs rt,0.0,0.485
GaAs rt,0.0,0.614
GaAs rt,0.0,1.043
GaAs rt,298.0,5.2
GaAs rt,298.0,-0.376
GaAs rt,298.0,1.7
GaAs rt,298.0,1.9
GaAs rt,273.0,1.427
GaAs rt,273.0,2.884
GaAs rt,298.0,0.4
GaAs rt,0.0,1.5194
GaAs rt,10.0,1.52
GaAs rt,298.0,0.46
GaAs rt,298.0,0.74
GaAs rt,298.0,0.5
GaAs rt,298.0,0.29
GaAs rt,0.0,1.519
GaAs rt,0.0,1.815
GaAs rt,0.0,1.981
GaAs rt,4.2,1.52
GaAs rt,298.0,0.34
GaAs rt,0.0,1.1
GaAs rt,0.0,1.3
GaAs rt,0.0,1.51
GaAs rt,298.0,1.52
GaAs rt,298.0,1.87
GaAs rt,0.0,0.25
GaAs rt,298.0,1.441
GaAs rt,0.0,1.579
GaAs rt,298.0,1.35
GaAs rt,298.0,0.0113
GaAs rt,298.0,-0.39
GaAs rt,298.0,1.35
GaAs rt,298.0,0.512
GaAs rt,298.0,1.112
GaAs rt,298.0,1.42
GaAs rt,298.0,1.507
GaAs rt,298.0,0.42
GaAs rt,298.0,1.425
GaAs rt,298.0,0.31
GaAs rt,2.0,1.52
GaAs rt,0.0,1.519
GaAs rt,2.0,1.5202
GaAs rt,298.0,1.43
GaAs rt,298.0,116.0
GaAs rt,298.0,0.78
GaAs rt,298.0,1.424
GaAs rt,298.0,0.106
GaAs rt,298.0,0.085
GaAs rt,298.0,-0.022
GaAs rt,298.0,-0.027
GaAs rt,298.0,-0.018
GaAs rt,298.0,0.043
GaAs rt,298.0,0.055
GaAs rt,298.0,1.5031
GaAs rt,298.0,1.5034
GaAs rt,5.0,1.518
GaAs rt,298.0,1.43
GaAs rt,0.0,1.42
GaAs rt,100.0,1.405
GaAs rt,298.0,0.34
GaAs rt,0.0,1.54
GaAs rt,298.0,1.3
GaAs rt,298.0,1.5
GaAs rt,298.0,10.8
GaAs rt,300.0,1.398
GaAs rt,300.0,1.803
GaAs rt,300.0,1.642
GaAs rt,298.0,0.369
GaAs rt,4.2,1.519
GaAs rt,298.0,0.41
GaAs rt,298.0,115.0
GaAs rt,298.0,1.435
GaAs rt,298.0,1.4
GaAs rt,298.0,1.8
GaAs rt,298.0,2.2
GaAs rt,2.0,1.5008
GaAs rt,298.0,1.425
GaAs rt,298.0,1.74
GaAs rt,298.0,1.93
GaAs rt,298.0,1.42
GaAs rt,4.2,1.5196
GaAs rt,4.2,1.864
GaAs rt,298.0,0.31
GaAs rt,300.0,2.2
GaAs rt,4.2,1.5195
GaAs rt,0.0,1.4
GaAs rt,0.0,1.53
GaAs rt,0.0,1.516
GaAs rt,298.0,0.35
GaAs rt,298.0,1.71
GaAs rt,298.0,1.99
GaAs rt,298.0,-15.0
GaAs rt,298.0,58.0
GaAs rt,400.0,1.375
GaAs rt,400.0,1.37
GaAs rt,500.0,1.346
GaAs rt,298.0,1.515
GaAs rt,298.0,110.0
GaAs rt,298.0,45.0
GaAs rt,298.0,107.0
GaAs rt,298.0,50.0
GaAs rt,1.6,1.5189
GaAs rt,298.0,0.8
GaAs rt,300.0,1.33
GaAs rt,298.0,1.51
GaAs rt,2.0,1.52
GaAs rt,298.0,1.86
GaAs rt,298.0,3.03
GaAs rt,298.0,3.25
GaAs rt,80.0,1.48
GaAs rt,80.0,4.6
GaAs rt,298.0,0.34
GaAs rt,80.0,0.17
GaAs rt,300.0,1.51
GaAs rt,298.0,0.34
GaAs rt,298.0,120.0
GaAs rt,300.0,1.43
GaAs rt,295.0,1.427
GaAs rt,80.0,1.76
GaAs rt,298.0,1.81
GaAs rt,80.0,1.95
GaAs rt,80.0,2.13
GaAs rt,1.7,0.343
GaAs rt,25.0,1.563
GaAs rt,298.0,1.93
GaAs rt,298.0,1.74
GaAs rt,298.0,1.42
GaAs rt,2.0,0.485
GaAs rt,0.0,1.519
GaAs rt,298.0,1.52
GaAs rt,298.0,1.74
GaAs rt,298.0,1.98
GaAs rt,298.0,0.83
GaAs rt,298.0,1.51
GaAs rt,298.0,1.52
GaAs rt,298.0,0.35
GaAs rt,298.0,1.5
GaAs rt,298.0,1.9
GaAs rt,77.0,1.502
GaAs rt,77.0,1.477
GaAs rt,77.0,1.469
GaAs rt,298.0,1.52
GaAs rt,0.0,1.04
GaAs rt,4.0,1.52
GaAs rt,296.0,0.38
GaAs rt,298.0,110.0
GaAs rt,298.0,-0.143
GaAs rt,0.0,1.52
GaAs rt,40.0,1.5155
GaAs rt,298.0,4.42
GaAs rt,298.0,115.0
GaAs rt,0.0,1.511
GaAs rt,298.0,1.626
GaAs rt,298.0,1.741
GaAs rt,298.0,1.856
GaAs rt,298.0,1.971
GaAs rt,298.0,1.5192
GaAs rt,1.2,1.86
GaAs rt,298.0,1.5288
GaAs rt,2.0,107.0
GaAs rt,2.0,108.0
GaAs rt,2.0,1.52
GaAs rt,4.0,1.52
GaAs rt,298.0,0.53
BaO,298.0,5.0
BaO,298.0,4.2
BaO,298.0,3.94
BaO,298.0,2.44
BaO,298.0,2.056
BaO,298.0,3.907
Bi6Cl7,298.0,1.5
CaO,0.0,6.47
CaO,298.0,7.3
CaO,0.0,6.97
CaO,0.0,7.95
CaO,0.0,4.4
CaO,0.0,3.48
CaO,0.0,7.74
CaO,298.0,2.91
CaO,298.0,6.4
CaO,298.0,10.0
Co3O4,0.0,1.6
Co3O4,298.0,1.23
Co3O4,298.0,1.51
CoSi2,298.0,3.52
Cs2Te rt,298.0,3.3
Cu3Se2 rt,298.0,2.37
CuSe rt,298.0,2.14
FeP2,298.0,0.39
FeP2,298.0,0.39
P red mon,298.0,2.5
P red mon,298.0,3.0
Ga0.67Te ht,298.0,1.34
Ga0.67Te ht,298.0,1.4
Ga0.67Te ht,298.0,1.4
Ga0.67Te ht,298.0,3.0
Ga0.67Te ht,298.0,2.8
Ga0.67Te ht,298.0,1.22
Ga0.67Te ht,0.0,1.55
Ga0.67Te ht,298.0,1.35
Ga0.67Te ht,298.0,-0.48
Ga0.67Te ht,300.0,1.08
Ga0.67Te ht,298.0,1.4
Ga0.67Te ht,300.0,1.04
Ga0.67Te ht,298.0,0.88
Ga2Te5 ht,298.0,1.7
Ga2Te5 ht,298.0,1.77
Ga2Te5 ht,298.0,0.46
Ga2Te5 ht,298.0,1.79
Ga2Te5 ht,298.0,0.47
GaTe,2.0,1.794
GaTe,4.2,1.7958
GaTe,298.0,1.694
GaTe,0.0,1.799
GaTe,298.0,-0.36
GaTe,2.0,1.796
GaTe,300.0,1.66
GaTe,2.0,1.775
GaTe,6.0,1.7798
GaTe,6.0,1.7782
HfO2 ht2,298.0,4.45
HfO2 ht2,298.0,3.8
HfO2 ht3,298.0,3.6
HfO2 ht3,298.0,6.11
HfO2 ht3,298.0,3.7
HfO2 ht3,298.0,3.5
HfO2 ht3,298.0,3.32
HfO2 rt,298.0,8.2
HfO2 rt,298.0,3.8
HfO2 rt,298.0,3.7
HfO2 rt,298.0,3.54
La2O3 ht1,298.0,4.0
La2O3 rt,298.0,14.0
La2O3 rt,298.0,3.0
Mg3Sb2 rt,0.0,0.32
Mg3Sb2 rt,298.0,0.21
Mg3Sb2 rt,298.0,0.18
NiO rt,298.0,0.36
NiO rt,298.0,4.3
NiO rt,298.0,5.5
NiO rt,298.0,4.0
NiO rt,298.0,5.2
NiO rt,0.0,2.8
NiO rt,298.0,3.9
NiO rt,298.0,1.0
NiO rt,298.0,4.0
NiO rt,298.0,4.6
NiO rt,0.0,3.1
NiO rt,0.0,0.33
NiO rt,298.0,3.1
NiO rt,0.0,1.4
NiO rt,298.0,0.3
NiO rt,298.0,4.5
NiO rt,298.0,5.2
NiO rt,298.0,7.5
NiO rt,298.0,6.8
NiO rt,298.0,4.1
NiO rt,298.0,0.4
NiO rt,298.0,5.4
NiO rt,370.0,4.0
NiO rt,298.0,4.0
NiO rt,298.0,4.0
NiO rt,298.0,3.7
NiO rt,298.0,4.0
NiO rt,298.0,0.4
NiO rt,298.0,4.2
NiO rt,298.0,4.0
NiO rt,298.0,3.9
NiO rt,298.0,9.9
NiO rt,298.0,1.96
NiO rt,298.0,5.5
NiO rt,298.0,4.3
NiO rt,298.0,0.5
NiS ht,298.0,0.1
NiS ht,298.0,0.015
NiS ht,298.0,0.0072
NiS ht,298.0,0.006
NiS rt,298.0,2.5
NiS rt,298.0,3.2
NiS rt,298.0,5.5
NiS rt,298.0,3.2
NiS rt,303.0,10000000.0
ZrN,298.0,3.7
ZrN,298.0,1.47
ZrN,298.0,1.7
Si3N4 hex,0.0,5.25
Si3N4 hex,0.0,4.96
Si3N4 hex,0.0,5.6
Si3N4 hex,0.0,5.0
Si3N4 hex,0.0,4.72
Si3N4 hex,298.0,4.7
Si3N4 hex,0.0,4.2
Si3N4 hex,0.0,4.7
Si3N4 hex,0.0,15.32
Si3N4 hex,0.0,14.67
Os rt,298.0,8.0
Os rt,298.0,1.142
Os2Si3 rt,298.0,2.3
Os2Si3 rt,298.0,0.89
OsSi rt,298.0,0.41
OsSi rt,,0.34
OsSi2 rt,298.0,0.6
OsSi2 rt,298.0,0.32
OsSi2 rt,298.0,-1.0
OsSi2 rt,298.0,0.2
OsSi2 rt,298.0,0.06
OsSi2 rt,298.0,0.3
OsSi2 rt,298.0,-1.2
OsSi2 rt,298.0,1.4
ThO2 rt,298.0,6.0
ThO2 rt,298.0,5.5
ThO2 rt,298.0,5.0
UO2,298.0,2.1
UO2,298.0,2.04
UO2,298.0,1.6
UO2,298.0,0.8
UO2,298.0,2.0
UO2,298.0,0.2
UO2,298.0,0.27
UO2,298.0,1.0
UO2,298.0,5.0
UO2,298.0,5.0
UO2,298.0,1.5
ZrO2 ht1,,3.3
ZrO2 ht1,,0.74
ZrO2 ht1,298.0,8.3
ZrO2 ht1,298.0,3.55
ZrO2 ht1,0.0,6.08
ZrO2 ht1,298.0,4.03
ZrO2 ht1,0.0,5.95
ZrO2 ht1,298.0,3.93
ZrO2 ht2,298.0,7.3
ZrO2 ht2,298.0,3.4
ZrO2 ht2,298.0,6.0
ZrO2 ht2,298.0,2.95
ZrO2 ht2,0.0,5.87
ZrO2 ht2,298.0,3.67
ZrO2 ht2,0.0,5.53
ZrO2 ht2,298.0,3.22
ZrO2 ht2,298.0,3.0
ZrO2 ht2,298.0,4.1
ZrO2 ht2,298.0,3.0
ZrO2 rt,298.0,8.4
ZrO2 rt,298.0,3.86
ZrO2 rt,298.0,5.83
ZrO2 rt,298.0,7.09
ZrO2 rt,0.0,7.1
ZrO2 rt,298.0,3.2
ZrO2 rt,0.0,6.04
ZrO2 rt,298.0,3.59
ZrO2 rt,0.0,6.05
ZrO2 rt,298.0,3.52
ZrO2 rt,298.0,3.8
ZrO2 rt,298.0,4.2
ZrO2 rt,298.0,3.1
PbS rt,298.0,0.37
PbS rt,0.0,0.3
PbS rt,0.0,0.2
PbS rt,0.0,0.287
PbS rt,298.0,0.35
PbS rt,298.0,0.2
PbS rt,298.0,0.7
PbS rt,298.0,0.4
PbS rt,298.0,0.5
PbS rt,298.0,0.41
PbS rt,0.0,0.286
PbS rt,0.0,0.4
PbS rt,298.0,0.37
PbS rt,298.0,0.448
PbS rt,298.0,0.42
PbS rt,298.0,0.3
PbS rt,298.0,500000000.0
PbS rt,298.0,0.286
PbS rt,298.0,0.39
PbS rt,298.0,1.0
PbS rt,298.0,0.4
PbS rt,298.0,0.42
PbS rt,298.0,0.4
PbS rt,298.0,0.36
PbS rt,298.0,0.4
YRu2,0.0,3.23
YRu2,0.0,0.383
SnTe rt,0.0,0.1
SnTe rt,298.0,0.3
SnTe rt,298.0,0.15
SnTe rt,298.0,0.4
SnTe rt,298.0,0.26
SnTe rt,298.0,10000000.0
SnTe rt,98.0,0.33
SnTe rt,100.0,0.54
Ag2S rt,298.0,0.63
Ag2S rt,298.0,1.2
Ag2S rt,298.0,0.7
Cu2S ht dig,298.0,0.4
Cu2S ht dig,298.0,0.35
Cu2S ht cha,298.0,0.04
Cu2S ht cha,298.0,0.5
Cu2S ht cha,298.0,1.2
Cu2S ht cha,300.0,1.0
Cu2S ht,298.0,0.024
Cu2S ht,298.0,0.58
Cu9S5 dig,300.0,2.3
CuS rt,298.0,2.37
ZnSb,298.0,0.5
ZnSb,0.0,0.56
AlAs,298.0,2.96
AlAs,0.0,2.993
AlAs,298.0,2.88
AlAs,298.0,2.14
AlAs,0.0,1.99
AlAs,0.0,2.17
AlAs,0.0,2.4
AlAs,0.0,3.018
AlAs,0.0,2.168
AlAs,298.0,2.35
AlAs,0.0,2.81
AlAs,0.0,2.21
AlAs,0.0,2.48
AlAs,298.0,2.9
AlAs,298.0,2.24
AlAs,298.0,2.48
AlAs,298.0,2.89
AlAs,0.0,1.91
AlAs,0.0,1.245
AlAs,0.0,2.003
AlAs,0.0,3.26
AlAs,0.0,3.91
AlAs,0.0,4.41
AlAs,0.0,2.09
AlAs,298.0,4.37
AlAs,298.0,4.35
AlAs,80.0,4.627
AlAs,298.0,4.48
AlAs,80.0,4.722
AlAs,0.0,3.4014
AlAs,0.0,2.2028
AlAs,298.0,2.6389
AlAs,0.0,3.35
AlAs,0.0,4.01
AlAs,0.0,4.48
AlAs,0.0,2.18
AlAs,0.0,2.82
AlAs,0.0,1.56
AlAs,0.0,3.002
AlAs,298.0,0.279
AlAs,0.0,3.35
AlAs,0.0,2.18
AlAs,0.0,2.74
AlAs,0.0,1.83
AlAs,0.0,1.85
AlAs,0.0,2.74
AlAs,0.0,3.55
AlAs,0.0,2.02
AlAs,298.0,1.37
AlAs,0.0,2.43
AlAs,0.0,2.81
AlAs,0.0,0.92
AlAs,0.0,1.15
AlAs,298.0,38.0
AlAs,298.0,-25.0
AlAs,298.0,126.0
AlAs,298.0,62.7
AlAs,298.0,5.8
AlAs,298.0,48.2
AlAs,0.0,2.75
AlAs,0.0,2.08
AlAs,298.0,106.0
AlAs,0.0,1.84
AlAs,0.0,1.32
AlAs,0.0,0.303
AlAs,300.0,3.03
AlAs,0.0,1.8
AlAs,0.0,2.003
AlAs,0.0,1.363
AlAs,4.0,3.13
AlAs,300.0,3.03
AlAs,4.0,2.229
AlAs,77.0,2.223
AlAs,300.0,2.153
AlAs,0.0,2.29
AlAs,0.0,1.46
AlAs,0.0,2.2
AlAs,298.0,2.2
AlAs,0.0,2.3
AlAs,298.0,2.16
AlAs,298.0,0.25
AlAs,298.0,0.28
AlAs,298.0,2.95
AlAs,298.0,3.13
AlAs,300.0,2.998
AlAs,300.0,2.142
AlAs,300.0,2.313
AlAs,298.0,0.337
AlAs,0.0,1.4
AlAs,0.0,2.3
AlAs,298.0,3.023
AlAs,298.0,3.13
AlAs,298.0,2.23
AlAs,298.0,2.36
AlAs,298.0,2.8
AlAs,298.0,2.3
AlAs,298.0,2.75
AlAs,298.0,1.96
AlAs,0.0,2.09
AlAs,2.0,2.238
AlAs,77.0,2.333
AlAs,300.0,2.16
AlAs,2.0,2.238
AlAs,77.0,2.233
AlAs,145.0,2.215
AlAs,300.0,2.16
AlAs,300.0,3.1
AlAs,1.6,2.238
AlAs,298.0,3.0505
La3Al ht,298.0,3.97
AlP,298.0,4.38
AlP,298.0,2.59
AlP,0.0,3.69
AlP,0.0,1.67
AlP,298.0,-22.0
AlP,298.0,118.0
AlP,298.0,25.1
AlP,298.0,-6.2
AlP,298.0,43.6
AlP,0.0,3.367
AlP,0.0,1.56
AlP,4.0,3.63
AlP,77.0,3.62
AlP,4.0,2.505
AlP,0.0,3.25
AlP,0.0,1.51
AlP,0.0,2.76
AlP,298.0,2.45
AlP,298.0,0.045
AlP,298.0,3.63
AlP,300.0,10000.0
AlP,300.0,2.41
AlP,4.0,2.49
AlP,0.0,1.6
AlP,0.0,2.6
AlP,298.0,3.6
AlP,298.0,2.6
AlP,6.0,2.9
AlP,6.0,2.52
AlP,300.0,2.45
Cd3As2 rt,,0.0
Cd3As2 rt,298.0,0.25
Cd3As2 rt,298.0,0.55
Cd3As2 rt,4.0,0.01
Cd3As2 rt,4.0,0.048
Cd3As2 rt,300.0,-0.19
Cd3As2 rt,77.0,-0.11
Cd3As2 rt,300.0,0.3
Cd3As2 rt,77.0,0.27
Cd3As2 rt,4.2,0.11
Cd3As2 rt,4.2,0.27
Cd3As2 rt,298.0,-170.0
Cd3As2 rt,298.0,-200.0
Cd3As2 rt,300.0,0.19
Cd3As2 rt,,0.11
Cd3As2 rt,298.0,0.2
Cd3As2 rt,298.0,-170.0
Cd3As2 rt,298.0,0.27
Cd3As2 rt,298.0,0.5
Cd3As2 rt,,0.11
Cd3As2 rt,10.0,200000.0
Cd3As2 rt,298.0,-0.026
Cd3As2 rt,2.0,-0.095
Cd3As2 rt,298.0,0.27
Cd3As2 rt,298.0,0.14
CdAs2,300.0,5600.0
CdAs2,300.0,3000.0
CdAs2,5.0,1.45
CdAs2,300.0,1.29
CdAs2,,0.61
CdAs2,5.0,1.126
Cd3As2 ht2,0.0,0.1
Cd3As2 ht2,0.0,0.28
Cd3As2 ht2,298.0,0.19
InAs rt,298.0,0.31
InAs rt,298.0,1.43
InAs rt,1170.0,0.0
InAs rt,0.0,0.37
InAs rt,0.0,2.28
InAs rt,0.0,1.29
InAs rt,298.0,0.36
InAs rt,0.0,0.53
InAs rt,0.0,1.89
InAs rt,298.0,101.5
InAs rt,298.0,70.0
InAs rt,298.0,0.35
InAs rt,0.0,0.074
InAs rt,0.0,1.109
InAs rt,298.0,4.6
InAs rt,298.0,-0.355
InAs rt,298.0,0.82
InAs rt,298.0,0.356
InAs rt,0.0,0.418
InAs rt,298.0,0.36
InAs rt,298.0,0.01
InAs rt,298.0,-0.34
InAs rt,298.0,0.36
InAs rt,298.0,0.36
InAs rt,300.0,0.36
InAs rt,298.0,0.36
InAs rt,298.0,0.43
InAs rt,298.0,0.37
InAs rt,298.0,0.39
InAs rt,1.5,0.38
InAs rt,298.0,2.54
InAs rt,298.0,0.7
InAs rt,298.0,0.4
InAs rt,298.0,0.4
InAs rt,298.0,0.5
InAs rt,298.0,1.7
InAs rt,298.0,1.8
InAs rt,0.0,0.42
InAs rt,298.0,0.38
InAs rt,298.0,122.0
InAs rt,298.0,75.0
InAs rt,298.0,96.0
InAs rt,298.0,70.0
InAs rt,298.0,0.418
InAs rt,1.6,0.418
InAs rt,298.0,0.36
InAs rt,298.0,0.41
InAs rt,298.0,0.4
InAs rt,298.0,1.3
InAs rt,298.0,2.0
InAs rt,298.0,0.4
InAs rt,298.0,100.0
InAs rt,300.0,0.36
Sb0.5As0.5 ht,300.0,697000.0
Sb0.5As0.5 ht,300.0,432000.0
Sb0.5As0.5 ht,300.0,290000.0
Sb0.5As0.5 ht,,0.0093
Sb0.5As0.5 ht,298.0,0.063
Sb0.5As0.5 ht,298.0,0.1
Sb0.5As0.5 ht,298.0,0.126
Sb0.5As0.5 ht,298.0,0.009
Li3Bi rt,0.0,1.0
Li3Bi rt,298.0,1.4
Bi2Se3 rt,298.0,0.24
Bi2Se3 rt,298.0,0.35
Bi2Se3 rt,298.0,0.16
Bi2Se3 rt,298.0,3500000.0
Bi2Se3 rt,300.0,0.3
Bi2Se3 rt,298.0,0.17
Bi2Se3 rt,298.0,0.38
Bi2Se3 rt,298.0,0.35
Bi2Se3 rt,298.0,0.34
Bi2Se3 rt,298.0,0.3
Bi2Se3 rt,298.0,0.56
Bi2Te3 rt,298.0,0.11
Bi2Te3 rt,298.0,0.21
Bi2Te3 rt,298.0,0.13
Bi2Te3 rt,298.0,0.13
Bi2Te3 rt,298.0,-0.095
Bi2Te3 rt,298.0,0.049
Bi2Te3 rt,298.0,0.026
Bi2Te3 rt,298.0,0.024
Bi2Te3 rt,298.0,0.103
Bi2Te3 rt,298.0,1.9e-05
Bi2Te3 rt,298.0,1.7e-05
Bi2Te3 rt,298.0,0.23
